district,state,vaccinated_in_public_pct_nfhs4,anaemia_children_pct_national_percentile_nfhs4,health_insurance_pct_nfhs4,csection_private_pct_nfhs4,fp_pill_pct_nfhs4,postnatal_care_child_pct_nfhs4,anc_first_trimester_pct_nfhs4,anaemia_nonpregnant_women_pct_nfhs4,vaccinated_in_public_pct_nfhs5,anaemia_children_pct_national_percentile_nfhs5,health_insurance_pct_nfhs5,csection_private_pct_nfhs5,fp_pill_pct_nfhs5,postnatal_care_child_pct_nfhs5,anc_first_trimester_pct_nfhs5,anaemia_nonpregnant_women_pct_nfhs5,vaccinated_in_public_pct_change,vaccinated_in_public_pct_change_pct,anaemia_children_pct_national_percentile_change,anaemia_children_pct_national_percentile_change_pct,health_insurance_pct_change,health_insurance_pct_change_pct,csection_private_pct_change,csection_private_pct_change_pct,fp_pill_pct_change,fp_pill_pct_change_pct,postnatal_care_child_pct_change,postnatal_care_child_pct_change_pct,anc_first_trimester_pct_change,anc_first_trimester_pct_change_pct,anaemia_nonpregnant_women_pct_change,anaemia_nonpregnant_women_pct_change_pct,vaccinated_in_public_pct_improvement_rank,anaemia_children_pct_national_percentile_improvement_rank,health_insurance_pct_improvement_rank,csection_private_pct_improvement_rank,fp_pill_pct_improvement_rank,postnatal_care_child_pct_improvement_rank,anc_first_trimester_pct_improvement_rank,anaemia_nonpregnant_women_pct_improvement_rank
Bundi,Rajasthan,100.0,22.7,87.7,32.7,3.9,89.4,81.0,56.3,100.0,22.7,87.7,32.7,3.9,89.4,81.0,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bhilwara,Rajasthan,100.0,66.6,89.1,36.4,1.6,94.1,78.0,50.7,100.0,66.6,89.1,36.4,1.6,94.1,78.0,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Rajsamand,Rajasthan,100.0,3.5,93.2,43.3,1.9,79.2,84.8,58.6,100.0,3.5,93.2,43.3,1.9,79.2,84.8,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Dungarpur,Rajasthan,97.6,8.1,97.5,20.6,2.9,92.4,77.0,73.6,97.6,8.1,97.5,20.6,2.9,92.4,77.0,73.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Banswara,Rajasthan,100.0,5.1,84.2,18.5,2.2,95.9,87.0,53.1,100.0,5.1,84.2,18.5,2.2,95.9,87.0,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Chittaurgarh,Rajasthan,98.8,31.2,90.6,50.3,2.1,94.7,85.5,45.4,98.8,31.2,90.6,50.3,2.1,94.7,85.5,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kota,Rajasthan,93.7,55.1,80.9,35.6,2.5,91.3,88.0,51.8,93.7,55.1,80.9,35.6,2.5,91.3,88.0,51.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Baran,Rajasthan,100.0,61.0,89.5,35.7,3.0,94.7,88.2,60.1,100.0,61.0,89.5,35.7,3.0,94.7,88.2,60.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jhalawar,Rajasthan,100.0,28.3,93.6,,1.9,91.0,89.9,51.7,100.0,28.3,93.6,,1.9,91.0,89.9,51.7,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Udaipur,Rajasthan,100.0,15.1,94.3,36.6,3.4,95.2,69.6,61.4,100.0,15.1,94.3,36.6,3.4,95.2,69.6,61.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Pratapgarh,Rajasthan,100.0,57.5,84.5,,1.8,93.0,75.1,53.0,100.0,57.5,84.5,,1.8,93.0,75.1,53.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
North  District,Sikkim,100.0,85.1,24.5,,17.5,72.0,66.2,37.0,100.0,85.1,24.5,,17.5,72.0,66.2,37.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
West District,Sikkim,100.0,53.3,19.9,,33.0,67.8,75.8,42.6,100.0,53.3,19.9,,33.0,67.8,75.8,42.6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
South District,Sikkim,,80.3,20.8,,20.1,81.1,78.1,39.9,,80.3,20.8,,20.1,81.1,78.1,39.9,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
East District,Sikkim,,89.9,29.9,52.0,11.6,59.2,53.4,43.3,,89.9,29.9,52.0,11.6,59.2,53.4,43.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Thiruvallur,Tamil Nadu,80.0,77.3,57.4,63.0,0.7,95.2,77.6,56.9,80.0,77.3,57.4,63.0,0.7,95.2,77.6,56.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Chennai,Tamil Nadu,74.8,82.3,58.2,62.5,0.0,96.7,81.4,50.5,74.8,82.3,58.2,62.5,0.0,96.7,81.4,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kancheepuram,Tamil Nadu,83.1,45.4,59.7,60.2,0.2,93.0,62.6,57.0,83.1,45.4,59.7,60.2,0.2,93.0,62.6,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Vellore,Tamil Nadu,86.1,72.0,71.4,43.9,0.0,96.7,84.4,50.7,86.1,72.0,71.4,43.9,0.0,96.7,84.4,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Tiruvannamalai,Tamil Nadu,100.0,61.6,69.6,70.1,0.0,98.6,81.2,56.3,100.0,61.6,69.6,70.1,0.0,98.6,81.2,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Viluppuram,Tamil Nadu,91.1,26.9,77.6,56.3,0.7,94.0,80.1,62.6,91.1,26.9,77.6,56.3,0.7,94.0,80.1,62.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Salem,Tamil Nadu,84.5,88.0,67.5,49.5,1.1,96.0,74.7,46.5,84.5,88.0,67.5,49.5,1.1,96.0,74.7,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Namakkal,Tamil Nadu,91.0,48.9,68.8,66.5,0.0,89.9,76.2,51.9,91.0,48.9,68.8,66.5,0.0,89.9,76.2,51.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Erode,Tamil Nadu,92.3,91.4,77.7,68.5,0.4,98.4,87.8,55.3,92.3,91.4,77.7,68.5,0.4,98.4,87.8,55.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
The Nilgiris,Tamil Nadu,92.1,91.6,74.5,56.6,0.2,90.9,80.0,44.4,92.1,91.6,74.5,56.6,0.2,90.9,80.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Dindigul,Tamil Nadu,98.5,89.4,71.9,55.0,0.8,96.2,71.9,42.9,98.5,89.4,71.9,55.0,0.8,96.2,71.9,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Karur,Tamil Nadu,97.7,27.8,74.6,64.1,0.0,91.9,83.3,65.5,97.7,27.8,74.6,64.1,0.0,91.9,83.3,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Tiruchirappalli,Tamil Nadu,100.0,4.8,67.8,66.4,1.1,94.6,86.1,62.5,100.0,4.8,67.8,66.4,1.1,94.6,86.1,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Perambalur,Tamil Nadu,100.0,43.8,75.5,75.4,0.6,92.6,85.8,66.9,100.0,43.8,75.5,75.4,0.6,92.6,85.8,66.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Ariyalur,Tamil Nadu,95.9,68.8,71.1,78.3,0.0,96.2,65.0,62.4,95.9,68.8,71.1,78.3,0.0,96.2,65.0,62.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Cuddalore,Tamil Nadu,97.2,61.4,64.4,64.5,0.4,93.9,75.5,58.6,97.2,61.4,64.4,64.5,0.4,93.9,75.5,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Nagapattinam,Tamil Nadu,86.4,72.0,70.9,74.2,0.1,92.4,89.4,63.2,86.4,72.0,70.9,74.2,0.1,92.4,89.4,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Thiruvarur,Tamil Nadu,91.9,92.5,75.2,80.5,0.3,92.2,80.5,58.3,91.9,92.5,75.2,80.5,0.3,92.2,80.5,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Thanjavur,Tamil Nadu,89.8,61.4,70.6,77.1,0.2,97.1,86.1,59.1,89.8,61.4,70.6,77.1,0.2,97.1,86.1,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Pudukkottai,Tamil Nadu,93.6,35.6,72.9,65.2,0.7,94.5,77.9,62.5,93.6,35.6,72.9,65.2,0.7,94.5,77.9,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sivaganga,Tamil Nadu,100.0,80.5,67.7,42.6,0.0,92.5,72.6,51.6,100.0,80.5,67.7,42.6,0.0,92.5,72.6,51.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Madurai,Tamil Nadu,92.8,84.5,66.3,66.1,0.6,94.5,70.0,48.3,92.8,84.5,66.3,66.1,0.6,94.5,70.0,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Theni,Tamil Nadu,94.7,91.1,67.4,59.5,0.3,97.8,88.8,41.3,94.7,91.1,67.4,59.5,0.3,97.8,88.8,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Virudhunagar,Tamil Nadu,95.3,76.2,51.3,65.6,0.2,86.5,65.0,57.1,95.3,76.2,51.3,65.6,0.2,86.5,65.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Ramanathapuram,Tamil Nadu,93.3,79.2,69.7,62.5,1.0,95.8,82.9,53.8,93.3,79.2,69.7,62.5,1.0,95.8,82.9,53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Thoothukkudi,Tamil Nadu,93.2,81.8,57.8,70.9,0.3,97.2,59.2,56.3,93.2,81.8,57.8,70.9,0.3,97.2,59.2,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Tirunelveli,Tamil Nadu,90.8,89.8,61.3,68.0,0.0,93.0,84.5,51.5,90.8,89.8,61.3,68.0,0.0,93.0,84.5,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kanniyakumari,Tamil Nadu,81.9,95.6,64.1,78.0,0.0,88.2,65.6,45.5,81.9,95.6,64.1,78.0,0.0,88.2,65.6,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Dharmapuri,Tamil Nadu,97.8,84.7,75.5,61.0,0.0,95.9,78.4,42.0,97.8,84.7,75.5,61.0,0.0,95.9,78.4,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Krishnagiri,Tamil Nadu,98.5,91.4,73.6,59.7,0.0,94.0,84.5,44.3,98.5,91.4,73.6,59.7,0.0,94.0,84.5,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Coimbatore,Tamil Nadu,78.0,96.5,61.0,73.3,0.0,98.6,72.6,48.8,78.0,96.5,61.0,73.3,0.0,98.6,72.6,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Tiruppur,Tamil Nadu,,92.8,59.9,54.1,0.1,99.3,68.6,55.9,,92.8,59.9,54.1,0.1,99.3,68.6,55.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Adilabad,Telangana,94.9,17.1,63.6,74.1,1.2,80.3,89.7,61.1,94.9,17.1,63.6,74.1,1.2,80.3,89.7,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bhadradri Kothagudem,Telangana,98.2,43.3,59.4,73.1,0.9,85.4,92.8,69.3,98.2,43.3,59.4,73.1,0.9,85.4,92.8,69.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Hyderabad,Telangana,84.3,64.6,48.9,85.0,1.9,94.9,87.9,52.5,84.3,64.6,48.9,85.0,1.9,94.9,87.9,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jagitial,Telangana,93.8,73.8,59.2,77.4,0.7,89.9,94.6,56.4,93.8,73.8,59.2,77.4,0.7,89.9,94.6,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jangoan,Telangana,100.0,42.5,71.7,86.0,0.3,96.5,89.7,57.3,100.0,42.5,71.7,86.0,0.3,96.5,89.7,57.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jayashankar Bhupalapally,Telangana,97.4,48.9,71.5,87.4,0.5,89.6,94.6,66.4,97.4,48.9,71.5,87.4,0.5,89.6,94.6,66.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jogulamba Gadwal,Telangana,98.8,4.5,61.8,65.8,0.2,88.2,88.3,64.1,98.8,4.5,61.8,65.8,0.2,88.2,88.3,64.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kamareddy,Telangana,98.0,33.7,66.5,79.8,0.2,89.0,87.5,59.5,98.0,33.7,66.5,79.8,0.2,89.0,87.5,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Karimnagar,Telangana,89.3,36.4,58.6,92.8,0.1,95.9,92.3,61.1,89.3,36.4,58.6,92.8,0.1,95.9,92.3,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Khammam,Telangana,96.1,73.0,60.4,78.0,0.4,91.5,84.9,62.2,96.1,73.0,60.4,78.0,0.4,91.5,84.9,62.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Komaram Bheem Asifabad,Telangana,96.5,36.8,63.6,68.4,0.5,81.9,80.0,67.3,96.5,36.8,63.6,68.4,0.5,81.9,80.0,67.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mahabubabad,Telangana,100.0,6.2,69.3,87.0,0.4,94.3,87.8,63.0,100.0,6.2,69.3,87.0,0.4,94.3,87.8,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mahabubnagar,Telangana,90.7,4.0,70.3,72.2,0.1,85.5,86.2,55.1,90.7,4.0,70.3,72.2,0.1,85.5,86.2,55.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mancherial,Telangana,75.8,76.6,64.4,92.6,0.2,85.3,86.7,57.1,75.8,76.6,64.4,92.6,0.2,85.3,86.7,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Medak,Telangana,100.0,40.6,61.2,76.1,0.3,89.8,78.9,54.8,100.0,40.6,61.2,76.1,0.3,89.8,78.9,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Medchal-Malkajgiri,Telangana,81.9,25.6,53.8,72.9,1.4,90.1,89.4,57.4,81.9,25.6,53.8,72.9,1.4,90.1,89.4,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Nagarkurnool,Telangana,98.1,22.0,68.6,73.7,0.6,91.0,92.4,53.5,98.1,22.0,68.6,73.7,0.6,91.0,92.4,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Nalgonda,Telangana,97.0,23.9,64.8,90.0,0.5,95.3,90.5,54.2,97.0,23.9,64.8,90.0,0.5,95.3,90.5,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Nirmal,Telangana,88.9,60.1,49.9,90.3,1.0,91.0,85.2,58.1,88.9,60.1,49.9,90.3,1.0,91.0,85.2,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Nizamabad,Telangana,96.5,60.1,52.3,90.0,1.2,85.9,87.9,57.7,96.5,60.1,52.3,90.0,1.2,85.9,87.9,57.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Peddapalli,Telangana,100.0,42.0,59.1,88.8,0.5,89.8,83.5,64.6,100.0,42.0,59.1,88.8,0.5,89.8,83.5,64.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Rajanna Sircilla,Telangana,96.8,57.9,62.8,90.9,0.3,90.1,90.4,56.6,96.8,57.9,62.8,90.9,0.3,90.1,90.4,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Ranga Reddy,Telangana,92.8,19.1,58.3,75.7,0.7,90.0,95.5,53.6,92.8,19.1,58.3,75.7,0.7,90.0,95.5,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sangareddy,Telangana,98.1,53.9,58.1,71.6,2.0,89.0,82.8,47.9,98.1,53.9,58.1,71.6,2.0,89.0,82.8,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Siddipet,Telangana,95.3,65.1,60.9,81.2,1.3,85.9,86.1,56.9,95.3,65.1,60.9,81.2,1.3,85.9,86.1,56.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Suryapet,Telangana,92.1,15.8,63.1,88.4,0.4,88.7,92.7,58.1,92.1,15.8,63.1,88.4,0.4,88.7,92.7,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Vikarabad,Telangana,98.4,40.6,59.6,69.5,0.0,86.9,78.0,61.3,98.4,40.6,59.6,69.5,0.0,86.9,78.0,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Wanaparthy,Telangana,100.0,21.0,70.1,68.3,0.3,83.6,91.4,58.5,100.0,21.0,70.1,68.3,0.3,83.6,91.4,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Warangal Rural,Telangana,100.0,34.5,72.0,84.1,0.8,90.5,86.8,59.2,100.0,34.5,72.0,84.1,0.8,90.5,86.8,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Warangal Urban,Telangana,91.4,53.9,62.0,87.9,0.7,92.3,88.4,57.8,91.4,53.9,62.0,87.9,0.7,92.3,88.4,57.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
