district,state,vaccinated_in_public_pct_nfhs4,anaemia_children_pct_national_percentile_nfhs4,health_insurance_pct_nfhs4,csection_private_pct_nfhs4,fp_pill_pct_nfhs4,postnatal_care_child_pct_nfhs4,anc_first_trimester_pct_nfhs4,anaemia_nonpregnant_women_pct_nfhs4,vaccinated_in_public_pct_nfhs5,anaemia_children_pct_national_percentile_nfhs5,health_insurance_pct_nfhs5,csection_private_pct_nfhs5,fp_pill_pct_nfhs5,postnatal_care_child_pct_nfhs5,anc_first_trimester_pct_nfhs5,anaemia_nonpregnant_women_pct_nfhs5,vaccinated_in_public_pct_change,vaccinated_in_public_pct_change_pct,anaemia_children_pct_national_percentile_change,anaemia_children_pct_national_percentile_change_pct,health_insurance_pct_change,health_insurance_pct_change_pct,csection_private_pct_change,csection_private_pct_change_pct,fp_pill_pct_change,fp_pill_pct_change_pct,postnatal_care_child_pct_change,postnatal_care_child_pct_change_pct,anc_first_trimester_pct_change,anc_first_trimester_pct_change_pct,anaemia_nonpregnant_women_pct_change,anaemia_nonpregnant_women_pct_change_pct,vaccinated_in_public_pct_improvement_rank,anaemia_children_pct_national_percentile_improvement_rank,health_insurance_pct_improvement_rank,csection_private_pct_improvement_rank,fp_pill_pct_improvement_rank,postnatal_care_child_pct_improvement_rank,anc_first_trimester_pct_improvement_rank,anaemia_nonpregnant_women_pct_improvement_rank
Nagpur,Maharastra,79.3,37.4,25.6,41.4,1.7,90.8,78.1,54.0,79.3,37.4,25.6,41.4,1.7,90.8,78.1,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bhandara,Maharastra,100.0,29.7,30.0,,1.6,90.1,83.7,65.4,100.0,29.7,30.0,,1.6,90.1,83.7,65.4,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Gondiya,Maharastra,100.0,11.7,30.6,,1.1,89.2,69.0,60.9,100.0,11.7,30.6,,1.1,89.2,69.0,60.9,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Gadchiroli,Maharastra,100.0,15.8,33.3,,1.2,93.7,84.6,67.1,100.0,15.8,33.3,,1.2,93.7,84.6,67.1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Chandrapur,Maharastra,87.2,15.8,28.9,41.7,1.0,97.0,76.6,55.9,87.2,15.8,28.9,41.7,1.0,97.0,76.6,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Yavatmal,Maharastra,94.9,21.4,29.0,32.1,1.0,91.7,77.1,58.5,94.9,21.4,29.0,32.1,1.0,91.7,77.1,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Nanded,Maharastra,93.0,18.0,15.7,28.8,1.6,79.3,62.5,57.5,93.0,18.0,15.7,28.8,1.6,79.3,62.5,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Hingoli,Maharastra,94.8,30.9,14.7,29.3,3.5,85.1,82.5,51.2,94.8,30.9,14.7,29.3,3.5,85.1,82.5,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Parbhani,Maharastra,93.1,20.3,10.5,17.4,1.0,66.8,58.6,59.4,93.1,20.3,10.5,17.4,1.0,66.8,58.6,59.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jalna,Maharastra,96.1,47.7,9.7,30.4,2.6,78.9,56.0,58.7,96.1,47.7,9.7,30.4,2.6,78.9,56.0,58.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Aurangabad,Maharastra,98.4,62.5,12.4,19.5,2.8,82.6,65.2,52.6,98.4,62.5,12.4,19.5,2.8,82.6,65.2,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Nashik,Maharastra,92.2,52.5,14.7,38.6,1.8,83.4,66.9,55.4,92.2,52.5,14.7,38.6,1.8,83.4,66.9,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mumbai Suburban,Maharastra,,58.1,20.2,41.9,0.9,97.2,58.1,49.7,,58.1,20.2,41.9,0.9,97.2,58.1,49.7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mumbai,Maharastra,,29.7,30.7,39.1,1.9,95.9,86.2,46.9,,29.7,30.7,39.1,1.9,95.9,86.2,46.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Raigarh,Maharastra,92.6,53.9,26.3,38.9,2.2,92.9,83.8,53.8,92.6,53.9,26.3,38.9,2.2,92.9,83.8,53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Pune,Maharastra,81.6,76.6,14.4,40.9,2.3,95.2,79.6,53.2,81.6,76.6,14.4,40.9,2.3,95.2,79.6,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Ahmadnagar,Maharastra,93.1,62.5,12.0,33.7,1.0,92.9,71.4,50.5,93.1,62.5,12.0,33.7,1.0,92.9,71.4,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bid,Maharastra,97.8,71.6,9.3,21.6,2.2,80.6,65.6,51.0,97.8,71.6,9.3,21.6,2.2,80.6,65.6,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Latur,Maharastra,91.0,74.9,33.6,36.5,2.7,92.5,74.6,50.7,91.0,74.9,33.6,36.5,2.7,92.5,74.6,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Osmanabad,Maharastra,92.0,52.0,14.8,31.9,3.0,95.1,83.9,49.3,92.0,52.0,14.8,31.9,3.0,95.1,83.9,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Solapur,Maharastra,88.7,36.1,20.5,34.9,2.3,89.2,81.3,55.5,88.7,36.1,20.5,34.9,2.3,89.2,81.3,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Satara,Maharastra,97.3,44.9,11.4,53.0,1.0,95.1,77.5,50.2,97.3,44.9,11.4,53.0,1.0,95.1,77.5,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Ratnagiri,Maharastra,97.6,42.8,16.6,35.7,1.0,92.2,64.6,43.4,97.6,42.8,16.6,35.7,1.0,92.2,64.6,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sindhudurg,Maharastra,100.0,81.8,13.2,44.3,1.2,98.2,70.3,41.3,100.0,81.8,13.2,44.3,1.2,98.2,70.3,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kolhapur,Maharastra,92.5,56.2,16.5,55.8,1.7,91.5,71.5,50.1,92.5,56.2,16.5,55.8,1.7,91.5,71.5,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sangli,Maharastra,88.6,66.6,12.3,43.2,0.9,95.0,66.0,47.6,88.6,66.6,12.3,43.2,0.9,95.0,66.0,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Palghar,Maharastra,100.0,39.0,18.8,54.4,1.9,96.5,84.7,57.2,100.0,39.0,18.8,54.4,1.9,96.5,84.7,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Thane,Maharastra,87.3,48.9,22.7,41.3,1.7,93.3,58.9,58.8,87.3,48.9,22.7,41.3,1.7,93.3,58.9,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Senapati,Manipur,98.4,90.5,15.4,50.5,6.1,36.0,73.9,27.9,98.4,90.5,15.4,50.5,6.1,36.0,73.9,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Tamenglong,Manipur,98.2,97.0,16.8,,1.5,49.2,69.4,26.9,98.2,97.0,16.8,,1.5,49.2,69.4,26.9,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Churachandpur,Manipur,91.7,94.8,18.2,23.6,4.1,56.8,69.0,31.0,91.7,94.8,18.2,23.6,4.1,56.8,69.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bishnupur,Manipur,94.3,94.3,9.3,70.8,8.2,65.3,84.2,35.6,94.3,94.3,9.3,70.8,8.2,65.3,84.2,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Thoubal,Manipur,96.8,95.1,19.1,49.3,4.9,73.0,90.6,23.8,96.8,95.1,19.1,49.3,4.9,73.0,90.6,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Imphal West,Manipur,90.6,94.6,15.7,73.5,3.0,91.7,83.2,26.4,90.6,94.6,15.7,73.5,3.0,91.7,83.2,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Imphal East,Manipur,87.6,89.2,7.0,55.6,4.1,81.0,78.6,36.3,87.6,89.2,7.0,55.6,4.1,81.0,78.6,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Ukhrul,Manipur,89.4,98.2,17.0,24.4,2.0,44.8,58.3,21.6,89.4,98.2,17.0,24.4,2.0,44.8,58.3,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Chandel,Manipur,86.7,94.3,16.1,43.0,4.3,51.1,77.6,27.7,86.7,94.3,16.1,43.0,4.3,51.1,77.6,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
South Garo Hills,Meghalaya,90.2,98.4,79.5,,15.8,61.7,68.7,57.7,90.2,98.4,79.5,,15.8,61.7,68.7,57.7,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Ribhoi,Meghalaya,92.6,91.9,66.8,36.6,3.7,39.3,56.1,62.2,92.6,91.9,66.8,36.6,3.7,39.3,56.1,62.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
East Khasi Hills,Meghalaya,87.5,95.8,47.1,48.3,1.8,41.6,56.7,48.5,87.5,95.8,47.1,48.3,1.8,41.6,56.7,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
East Garo Hills,Meghalaya,93.8,99.7,71.9,,18.5,57.5,59.2,52.1,93.8,99.7,71.9,,18.5,57.5,59.2,52.1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
East Jantia Hills,Meghalaya,96.9,90.9,74.1,40.3,7.6,45.0,55.5,43.7,96.9,90.9,74.1,40.3,7.6,45.0,55.5,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
North Garo Hills,Meghalaya,96.9,99.5,60.8,,7.4,41.8,40.3,58.9,96.9,99.5,60.8,,7.4,41.8,40.3,58.9,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
South West Garo Hills,Meghalaya,100.0,97.8,75.1,,14.9,55.1,57.0,63.6,100.0,97.8,75.1,,14.9,55.1,57.0,63.6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
South West Khasi Hills,Meghalaya,98.1,70.9,72.3,32.7,5.6,38.7,48.5,58.5,98.1,70.9,72.3,32.7,5.6,38.7,48.5,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
West Garo Hills,Meghalaya,100.0,99.5,77.9,,17.4,67.2,65.1,57.2,100.0,99.5,77.9,,17.4,67.2,65.1,57.2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
West Jaintia Hills,Meghalaya,93.3,83.9,65.6,34.4,7.1,30.8,44.0,55.3,93.3,83.9,65.6,34.4,7.1,30.8,44.0,55.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
West Khasi Hills,Meghalaya,95.9,80.9,60.1,30.6,2.8,41.4,45.3,52.1,95.9,80.9,60.1,30.6,2.8,41.4,45.3,52.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Chandel,Mizoram,86.7,94.3,16.1,43.0,4.3,51.1,77.6,27.7,86.7,94.3,16.1,43.0,4.3,51.1,77.6,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mamit,Mizoram,100.0,92.2,61.7,,19.2,44.9,64.5,35.1,100.0,92.2,61.7,,19.2,44.9,64.5,35.1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Kolasib,Mizoram,97.4,85.0,61.1,26.2,17.4,41.8,72.7,37.3,97.4,85.0,61.1,26.2,17.4,41.8,72.7,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Aizawl,Mizoram,93.7,93.2,37.5,34.6,9.7,33.2,82.8,31.6,93.7,93.2,37.5,34.6,9.7,33.2,82.8,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Champhai,Mizoram,100.0,96.3,64.9,,19.6,52.1,80.0,26.1,100.0,96.3,64.9,,19.6,52.1,80.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Serchhip,Mizoram,100.0,93.7,58.8,,19.5,43.0,77.6,31.7,100.0,93.7,58.8,,19.5,43.0,77.6,31.7,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Lunglei,Mizoram,100.0,91.9,46.5,9.2,10.2,39.4,68.8,35.1,100.0,91.9,46.5,9.2,10.2,39.4,68.8,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Lawngtlai,Mizoram,96.9,82.3,31.3,,12.1,28.4,51.5,48.6,96.9,82.3,31.3,,12.1,28.4,51.5,48.6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Mon,Nagaland,97.0,95.4,39.3,,7.2,22.4,44.6,30.4,97.0,95.4,39.3,,7.2,22.4,44.6,30.4,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Mokokchung,Nagaland,100.0,97.8,22.3,,6.1,47.3,51.6,25.8,100.0,97.8,22.3,,6.1,47.3,51.6,25.8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Zunheboto,Nagaland,98.5,98.0,18.1,,5.5,24.7,46.5,30.6,98.5,98.0,18.1,,5.5,24.7,46.5,30.6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Wokha,Nagaland,88.0,92.4,20.6,38.4,6.0,45.4,57.8,31.0,88.0,92.4,20.6,38.4,6.0,45.4,57.8,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Dimapur,Nagaland,85.5,90.2,5.7,28.1,9.1,64.7,71.4,34.8,85.5,90.2,5.7,28.1,9.1,64.7,71.4,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Phek,Nagaland,100.0,92.6,24.9,,4.1,34.9,50.1,31.0,100.0,92.6,24.9,,4.1,34.9,50.1,31.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Tuensang,Nagaland,94.6,95.9,22.0,,5.8,30.2,27.1,29.3,94.6,95.9,22.0,,5.8,30.2,27.1,29.3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Longleng,Nagaland,97.3,94.9,38.3,,3.8,28.5,42.3,34.9,97.3,94.9,38.3,,3.8,28.5,42.3,34.9,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Kiphire,Nagaland,91.3,83.0,8.8,,3.8,33.5,27.2,31.9,91.3,83.0,8.8,,3.8,33.5,27.2,31.9,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Kohima,Nagaland,89.2,96.1,26.7,8.9,4.5,55.6,61.9,15.6,89.2,96.1,26.7,8.9,4.5,55.6,61.9,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Peren,Nagaland,94.7,88.5,5.4,,7.0,45.1,45.1,29.9,94.7,88.5,5.4,,7.0,45.1,45.1,29.9,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Central,NCT of Delhi,94.6,39.0,22.6,49.4,2.1,90.1,70.4,45.1,94.6,39.0,22.6,49.4,2.1,90.1,70.4,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
East,NCT of Delhi,89.1,57.2,30.7,47.2,2.4,88.4,85.7,42.6,89.1,57.2,30.7,47.2,2.4,88.4,85.7,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
New Delhi,NCT of Delhi,95.8,29.2,25.2,39.8,2.6,85.6,83.2,56.1,95.8,29.2,25.2,39.8,2.6,85.6,83.2,56.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
North,NCT of Delhi,92.1,51.0,18.1,44.1,3.2,73.4,55.0,47.1,92.1,51.0,18.1,44.1,3.2,73.4,55.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
North East,NCT of Delhi,92.3,67.5,19.4,48.6,1.7,85.9,81.6,46.1,92.3,67.5,19.4,48.6,1.7,85.9,81.6,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
North West,NCT of Delhi,91.7,26.1,28.2,33.6,2.4,85.1,84.8,51.7,91.7,26.1,28.2,33.6,2.4,85.1,84.8,51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Shahdara,NCT of Delhi,92.1,35.0,21.5,41.9,2.7,92.3,80.8,49.4,92.1,35.0,21.5,41.9,2.7,92.3,80.8,49.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
South,NCT of Delhi,80.4,59.4,28.7,50.9,1.7,81.3,82.7,46.3,80.4,59.4,28.7,50.9,1.7,81.3,82.7,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
South East,NCT of Delhi,77.6,30.1,24.5,35.1,3.5,92.0,84.2,48.3,77.6,30.1,24.5,35.1,3.5,92.0,84.2,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
South West,NCT of Delhi,80.4,40.0,37.7,51.5,2.4,88.3,83.8,56.7,80.4,40.0,37.7,51.5,2.4,88.3,83.8,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
West,NCT of Delhi,85.0,46.7,21.0,41.6,4.1,91.4,65.3,57.4,85.0,46.7,21.0,41.6,4.1,91.4,65.3,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
